iso_code,date,indicator,value
USA,2021-04-03,Daily ICU occupancy,8541.0
USA,2021-04-03,Daily ICU occupancy per million,25.655
USA,2021-04-03,Daily hospital occupancy,35195.0
USA,2021-04-03,Daily hospital occupancy per million,105.718
USA,2021-04-03,Weekly new hospital admissions,36005.0
USA,2021-04-03,Weekly new hospital admissions per million,108.151
USA,2021-04-04,Daily ICU occupancy,8606.0
USA,2021-04-04,Daily ICU occupancy per million,25.85
USA,2021-04-04,Daily hospital occupancy,35675.0
USA,2021-04-04,Daily hospital occupancy per million,107.159
USA,2021-04-04,Weekly new hospital admissions,36124.0
USA,2021-04-04,Weekly new hospital admissions per million,108.508
USA,2021-04-05,Daily ICU occupancy,8849.0
USA,2021-04-05,Daily ICU occupancy per million,26.58
USA,2021-04-05,Daily hospital occupancy,36624.0
USA,2021-04-05,Daily hospital occupancy per million,110.01
USA,2021-04-05,Weekly new hospital admissions,36508.0
USA,2021-04-05,Weekly new hospital admissions per million,109.662
USA,2021-04-06,Daily ICU occupancy,9012.0
USA,2021-04-06,Daily ICU occupancy per million,27.07
USA,2021-04-06,Daily hospital occupancy,37551.0
USA,2021-04-06,Daily hospital occupancy per million,112.795
USA,2021-04-06,Weekly new hospital admissions,37137.0
USA,2021-04-06,Weekly new hospital admissions per million,111.551
USA,2021-04-07,Daily ICU occupancy,9024.0
USA,2021-04-07,Daily ICU occupancy per million,27.106
USA,2021-04-07,Daily hospital occupancy,37752.0
USA,2021-04-07,Daily hospital occupancy per million,113.398
USA,2021-04-07,Weekly new hospital admissions,37692.0
USA,2021-04-07,Weekly new hospital admissions per million,113.218
USA,2021-04-08,Daily ICU occupancy,9194.0
USA,2021-04-08,Daily ICU occupancy per million,27.617
USA,2021-04-08,Daily hospital occupancy,37953.0
USA,2021-04-08,Daily hospital occupancy per million,114.002
USA,2021-04-08,Weekly new hospital admissions,38058.0
USA,2021-04-08,Weekly new hospital admissions per million,114.317
USA,2021-04-09,Daily ICU occupancy,9145.0
USA,2021-04-09,Daily ICU occupancy per million,27.469
USA,2021-04-09,Daily hospital occupancy,37856.0
USA,2021-04-09,Daily hospital occupancy per million,113.711
USA,2021-04-09,Weekly new hospital admissions,38478.0
USA,2021-04-09,Weekly new hospital admissions per million,115.579
USA,2021-04-10,Daily ICU occupancy,9130.0
USA,2021-04-10,Daily ICU occupancy per million,27.424
USA,2021-04-10,Daily hospital occupancy,37546.0
USA,2021-04-10,Daily hospital occupancy per million,112.78
USA,2021-04-10,Weekly new hospital admissions,38792.0
USA,2021-04-10,Weekly new hospital admissions per million,116.522
USA,2021-04-11,Daily ICU occupancy,9245.0
USA,2021-04-11,Daily ICU occupancy per million,27.77
USA,2021-04-11,Daily hospital occupancy,38089.0
USA,2021-04-11,Daily hospital occupancy per million,114.411
USA,2021-04-11,Weekly new hospital admissions,39199.0
USA,2021-04-11,Weekly new hospital admissions per million,117.745
USA,2021-04-12,Daily ICU occupancy,9452.0
USA,2021-04-12,Daily ICU occupancy per million,28.392
USA,2021-04-12,Daily hospital occupancy,38927.0
USA,2021-04-12,Daily hospital occupancy per million,116.928
USA,2021-04-12,Weekly new hospital admissions,39432.0
USA,2021-04-12,Weekly new hospital admissions per million,118.445
USA,2021-04-13,Daily ICU occupancy,9536.0
USA,2021-04-13,Daily ICU occupancy per million,28.644
USA,2021-04-13,Daily hospital occupancy,39201.0
USA,2021-04-13,Daily hospital occupancy per million,117.751
USA,2021-04-13,Weekly new hospital admissions,39322.0
USA,2021-04-13,Weekly new hospital admissions per million,118.114
USA,2021-04-14,Daily ICU occupancy,9583.0
USA,2021-04-14,Daily ICU occupancy per million,28.785
USA,2021-04-14,Daily hospital occupancy,39474.0
USA,2021-04-14,Daily hospital occupancy per million,118.571
USA,2021-04-14,Weekly new hospital admissions,39341.0
USA,2021-04-14,Weekly new hospital admissions per million,118.171
USA,2021-04-15,Daily ICU occupancy,9476.0
USA,2021-04-15,Daily ICU occupancy per million,28.464
USA,2021-04-15,Daily hospital occupancy,39188.0
USA,2021-04-15,Daily hospital occupancy per million,117.712
USA,2021-04-15,Weekly new hospital admissions,39380.0
USA,2021-04-15,Weekly new hospital admissions per million,118.288
USA,2021-04-16,Daily ICU occupancy,9530.0
USA,2021-04-16,Daily ICU occupancy per million,28.626
USA,2021-04-16,Daily hospital occupancy,39406.0
USA,2021-04-16,Daily hospital occupancy per million,118.367
USA,2021-04-16,Weekly new hospital admissions,39588.0
USA,2021-04-16,Weekly new hospital admissions per million,118.913
USA,2021-04-17,Daily ICU occupancy,9551.0
USA,2021-04-17,Daily ICU occupancy per million,28.689
USA,2021-04-17,Daily hospital occupancy,39012.0
USA,2021-04-17,Daily hospital occupancy per million,117.183
USA,2021-04-17,Weekly new hospital admissions,39866.0
USA,2021-04-17,Weekly new hospital admissions per million,119.748
USA,2021-04-18,Daily ICU occupancy,9632.0
USA,2021-04-18,Daily ICU occupancy per million,28.932
USA,2021-04-18,Daily hospital occupancy,39460.0
USA,2021-04-18,Daily hospital occupancy per million,118.529
USA,2021-04-18,Weekly new hospital admissions,39889.0
USA,2021-04-18,Weekly new hospital admissions per million,119.817
USA,2021-04-19,Daily ICU occupancy,9828.0
USA,2021-04-19,Daily ICU occupancy per million,29.521
USA,2021-04-19,Daily hospital occupancy,40212.0
USA,2021-04-19,Daily hospital occupancy per million,120.788
USA,2021-04-19,Weekly new hospital admissions,39867.0
USA,2021-04-19,Weekly new hospital admissions per million,119.751
USA,2021-04-20,Daily ICU occupancy,9918.0
USA,2021-04-20,Daily ICU occupancy per million,29.791
USA,2021-04-20,Daily hospital occupancy,40206.0
USA,2021-04-20,Daily hospital occupancy per million,120.77
USA,2021-04-20,Weekly new hospital admissions,39734.0
USA,2021-04-20,Weekly new hospital admissions per million,119.352
USA,2021-04-21,Daily ICU occupancy,9917.0
USA,2021-04-21,Daily ICU occupancy per million,29.788
USA,2021-04-21,Daily hospital occupancy,40051.0
USA,2021-04-21,Daily hospital occupancy per million,120.304
USA,2021-04-21,Weekly new hospital admissions,39553.0
USA,2021-04-21,Weekly new hospital admissions per million,118.808
USA,2021-04-22,Daily ICU occupancy,9842.0
USA,2021-04-22,Daily ICU occupancy per million,29.563
USA,2021-04-22,Daily hospital occupancy,39201.0
USA,2021-04-22,Daily hospital occupancy per million,117.751
USA,2021-04-22,Weekly new hospital admissions,39243.0
USA,2021-04-22,Weekly new hospital admissions per million,117.877
USA,2021-04-23,Daily ICU occupancy,9705.0
USA,2021-04-23,Daily ICU occupancy per million,29.152
USA,2021-04-23,Daily hospital occupancy,38562.0
USA,2021-04-23,Daily hospital occupancy per million,115.831
USA,2021-04-23,Weekly new hospital admissions,38543.0
USA,2021-04-23,Weekly new hospital admissions per million,115.774
USA,2021-04-24,Daily ICU occupancy,9572.0
USA,2021-04-24,Daily ICU occupancy per million,28.752
USA,2021-04-24,Daily hospital occupancy,37357.0
USA,2021-04-24,Daily hospital occupancy per million,112.212
USA,2021-04-24,Weekly new hospital admissions,37758.0
USA,2021-04-24,Weekly new hospital admissions per million,113.416
USA,2021-04-25,Daily ICU occupancy,9546.0
USA,2021-04-25,Daily ICU occupancy per million,28.674
USA,2021-04-25,Daily hospital occupancy,37133.0
USA,2021-04-25,Daily hospital occupancy per million,111.539
USA,2021-04-25,Weekly new hospital admissions,37096.0
USA,2021-04-25,Weekly new hospital admissions per million,111.428
USA,2021-04-26,Daily ICU occupancy,9759.0
USA,2021-04-26,Daily ICU occupancy per million,29.314
USA,2021-04-26,Daily hospital occupancy,37540.0
USA,2021-04-26,Daily hospital occupancy per million,112.761
USA,2021-04-26,Weekly new hospital admissions,36497.0
USA,2021-04-26,Weekly new hospital admissions per million,109.629
USA,2021-04-27,Daily ICU occupancy,9665.0
USA,2021-04-27,Daily ICU occupancy per million,29.031
USA,2021-04-27,Daily hospital occupancy,37207.0
USA,2021-04-27,Daily hospital occupancy per million,111.761
USA,2021-04-27,Weekly new hospital admissions,35992.0
USA,2021-04-27,Weekly new hospital admissions per million,108.112
USA,2021-04-28,Daily ICU occupancy,9537.0
USA,2021-04-28,Daily ICU occupancy per million,28.647
USA,2021-04-28,Daily hospital occupancy,36886.0
USA,2021-04-28,Daily hospital occupancy per million,110.797
USA,2021-04-28,Weekly new hospital admissions,35406.0
USA,2021-04-28,Weekly new hospital admissions per million,106.351
USA,2021-04-29,Daily ICU occupancy,9371.0
USA,2021-04-29,Daily ICU occupancy per million,28.148
USA,2021-04-29,Daily hospital occupancy,35988.0
USA,2021-04-29,Daily hospital occupancy per million,108.1
USA,2021-04-29,Weekly new hospital admissions,34959.0
USA,2021-04-29,Weekly new hospital admissions per million,105.009
USA,2021-04-30,Daily ICU occupancy,9242.0
USA,2021-04-30,Daily ICU occupancy per million,27.761
USA,2021-04-30,Daily hospital occupancy,35364.0
USA,2021-04-30,Daily hospital occupancy per million,106.225
USA,2021-04-30,Weekly new hospital admissions,34748.0
USA,2021-04-30,Weekly new hospital admissions per million,104.375
USA,2021-05-01,Daily ICU occupancy,9105.0
USA,2021-05-01,Daily ICU occupancy per million,27.349
USA,2021-05-01,Daily hospital occupancy,34005.0
USA,2021-05-01,Daily hospital occupancy per million,102.143
USA,2021-05-01,Weekly new hospital admissions,34221.0
USA,2021-05-01,Weekly new hospital admissions per million,102.792
USA,2021-05-02,Daily ICU occupancy,9075.0
USA,2021-05-02,Daily ICU occupancy per million,27.259
USA,2021-05-02,Daily hospital occupancy,33764.0
USA,2021-05-02,Daily hospital occupancy per million,101.419
USA,2021-05-02,Weekly new hospital admissions,33736.0
USA,2021-05-02,Weekly new hospital admissions per million,101.335
USA,2021-05-03,Daily ICU occupancy,9209.0
USA,2021-05-03,Daily ICU occupancy per million,27.662
USA,2021-05-03,Daily hospital occupancy,33964.0
USA,2021-05-03,Daily hospital occupancy per million,102.02
USA,2021-05-03,Weekly new hospital admissions,33515.0
USA,2021-05-03,Weekly new hospital admissions per million,100.671
USA,2021-05-04,Daily ICU occupancy,9180.0
USA,2021-05-04,Daily ICU occupancy per million,27.575
USA,2021-05-04,Daily hospital occupancy,33755.0
USA,2021-05-04,Daily hospital occupancy per million,101.392
USA,2021-05-04,Weekly new hospital admissions,32999.0
USA,2021-05-04,Weekly new hospital admissions per million,99.121
USA,2021-05-05,Daily ICU occupancy,8954.0
USA,2021-05-05,Daily ICU occupancy per million,26.896
USA,2021-05-05,Daily hospital occupancy,33349.0
USA,2021-05-05,Daily hospital occupancy per million,100.173
USA,2021-05-05,Weekly new hospital admissions,32496.0
USA,2021-05-05,Weekly new hospital admissions per million,97.61
USA,2021-05-06,Daily ICU occupancy,8833.0
USA,2021-05-06,Daily ICU occupancy per million,26.532
USA,2021-05-06,Daily hospital occupancy,32505.0
USA,2021-05-06,Daily hospital occupancy per million,97.638
USA,2021-05-06,Weekly new hospital admissions,31872.0
USA,2021-05-06,Weekly new hospital admissions per million,95.736
USA,2021-05-07,Daily ICU occupancy,8646.0
USA,2021-05-07,Daily ICU occupancy per million,25.971
USA,2021-05-07,Daily hospital occupancy,31832.0
USA,2021-05-07,Daily hospital occupancy per million,95.616
USA,2021-05-07,Weekly new hospital admissions,31194.0
USA,2021-05-07,Weekly new hospital admissions per million,93.7
USA,2021-05-08,Daily ICU occupancy,8468.0
USA,2021-05-08,Daily ICU occupancy per million,25.436
USA,2021-05-08,Daily hospital occupancy,30635.0
USA,2021-05-08,Daily hospital occupancy per million,92.02
USA,2021-05-08,Weekly new hospital admissions,30794.0
USA,2021-05-08,Weekly new hospital admissions per million,92.498
USA,2021-05-09,Daily ICU occupancy,8359.0
USA,2021-05-09,Daily ICU occupancy per million,25.109
USA,2021-05-09,Daily hospital occupancy,30154.0
USA,2021-05-09,Daily hospital occupancy per million,90.576
USA,2021-05-09,Weekly new hospital admissions,30187.0
USA,2021-05-09,Weekly new hospital admissions per million,90.675
USA,2021-05-10,Daily ICU occupancy,8341.0
USA,2021-05-10,Daily ICU occupancy per million,25.054
USA,2021-05-10,Daily hospital occupancy,29987.0
USA,2021-05-10,Daily hospital occupancy per million,90.074
USA,2021-05-10,Weekly new hospital admissions,29502.0
USA,2021-05-10,Weekly new hospital admissions per million,88.617
USA,2021-05-11,Daily ICU occupancy,8298.0
USA,2021-05-11,Daily ICU occupancy per million,24.925
USA,2021-05-11,Daily hospital occupancy,29482.0
USA,2021-05-11,Daily hospital occupancy per million,88.557
USA,2021-05-11,Weekly new hospital admissions,28806.0
USA,2021-05-11,Weekly new hospital admissions per million,86.527
USA,2021-05-12,Daily ICU occupancy,8115.0
USA,2021-05-12,Daily ICU occupancy per million,24.376
USA,2021-05-12,Daily hospital occupancy,29116.0
USA,2021-05-12,Daily hospital occupancy per million,87.458
USA,2021-05-12,Weekly new hospital admissions,28203.0
USA,2021-05-12,Weekly new hospital admissions per million,84.715
USA,2021-05-13,Daily ICU occupancy,7917.0
USA,2021-05-13,Daily ICU occupancy per million,23.781
USA,2021-05-13,Daily hospital occupancy,28174.0
USA,2021-05-13,Daily hospital occupancy per million,84.628
USA,2021-05-13,Weekly new hospital admissions,27570.0
USA,2021-05-13,Weekly new hospital admissions per million,82.814
USA,2021-05-14,Daily ICU occupancy,7628.0
USA,2021-05-14,Daily ICU occupancy per million,22.913
USA,2021-05-14,Daily hospital occupancy,27422.0
USA,2021-05-14,Daily hospital occupancy per million,82.369
USA,2021-05-14,Weekly new hospital admissions,26925.0
USA,2021-05-14,Weekly new hospital admissions per million,80.876
USA,2021-05-15,Daily ICU occupancy,7409.0
USA,2021-05-15,Daily ICU occupancy per million,22.255
USA,2021-05-15,Daily hospital occupancy,26184.0
USA,2021-05-15,Daily hospital occupancy per million,78.651
USA,2021-05-15,Weekly new hospital admissions,26273.0
USA,2021-05-15,Weekly new hospital admissions per million,78.918
USA,2021-05-16,Daily ICU occupancy,7270.0
USA,2021-05-16,Daily ICU occupancy per million,21.837
USA,2021-05-16,Daily hospital occupancy,25646.0
USA,2021-05-16,Daily hospital occupancy per million,77.035
USA,2021-05-16,Weekly new hospital admissions,25801.0
USA,2021-05-16,Weekly new hospital admissions per million,77.5
USA,2021-05-17,Daily ICU occupancy,7299.0
USA,2021-05-17,Daily ICU occupancy per million,21.925
USA,2021-05-17,Daily hospital occupancy,25563.0
USA,2021-05-17,Daily hospital occupancy per million,76.785
USA,2021-05-17,Weekly new hospital admissions,25229.0
USA,2021-05-17,Weekly new hospital admissions per million,75.782
USA,2021-05-18,Daily ICU occupancy,7163.0
USA,2021-05-18,Daily ICU occupancy per million,21.516
USA,2021-05-18,Daily hospital occupancy,25023.0
USA,2021-05-18,Daily hospital occupancy per million,75.163
USA,2021-05-18,Weekly new hospital admissions,24703.0
USA,2021-05-18,Weekly new hospital admissions per million,74.202
USA,2021-05-19,Daily ICU occupancy,7059.0
USA,2021-05-19,Daily ICU occupancy per million,21.204
USA,2021-05-19,Daily hospital occupancy,24929.0
USA,2021-05-19,Daily hospital occupancy per million,74.881
USA,2021-05-19,Weekly new hospital admissions,24294.0
USA,2021-05-19,Weekly new hospital admissions per million,72.974
USA,2021-05-20,Daily ICU occupancy,6841.0
USA,2021-05-20,Daily ICU occupancy per million,20.549
USA,2021-05-20,Daily hospital occupancy,23954.0
USA,2021-05-20,Daily hospital occupancy per million,71.952
USA,2021-05-20,Weekly new hospital admissions,23785.0
USA,2021-05-20,Weekly new hospital admissions per million,71.445
USA,2021-05-21,Daily ICU occupancy,6664.0
USA,2021-05-21,Daily ICU occupancy per million,20.017
USA,2021-05-21,Daily hospital occupancy,23397.0
USA,2021-05-21,Daily hospital occupancy per million,70.279
USA,2021-05-21,Weekly new hospital admissions,23350.0
USA,2021-05-21,Weekly new hospital admissions per million,70.138
USA,2021-05-22,Daily ICU occupancy,6472.0
USA,2021-05-22,Daily ICU occupancy per million,19.44
USA,2021-05-22,Daily hospital occupancy,22643.0
USA,2021-05-22,Daily hospital occupancy per million,68.014
USA,2021-05-22,Weekly new hospital admissions,23040.0
USA,2021-05-22,Weekly new hospital admissions per million,69.207
USA,2021-05-23,Daily ICU occupancy,6412.0
USA,2021-05-23,Daily ICU occupancy per million,19.26
USA,2021-05-23,Daily hospital occupancy,22445.0
USA,2021-05-23,Daily hospital occupancy per million,67.42
USA,2021-05-23,Weekly new hospital admissions,22858.0
USA,2021-05-23,Weekly new hospital admissions per million,68.66
USA,2021-05-24,Daily ICU occupancy,6419.0
USA,2021-05-24,Daily ICU occupancy per million,19.281
USA,2021-05-24,Daily hospital occupancy,22431.0
USA,2021-05-24,Daily hospital occupancy per million,67.378
USA,2021-05-24,Weekly new hospital admissions,22662.0
USA,2021-05-24,Weekly new hospital admissions per million,68.071
USA,2021-05-25,Daily ICU occupancy,6311.0
USA,2021-05-25,Daily ICU occupancy per million,18.957
USA,2021-05-25,Daily hospital occupancy,22087.0
USA,2021-05-25,Daily hospital occupancy per million,66.344
USA,2021-05-25,Weekly new hospital admissions,22320.0
USA,2021-05-25,Weekly new hospital admissions per million,67.044
USA,2021-05-26,Daily ICU occupancy,6140.0
USA,2021-05-26,Daily ICU occupancy per million,18.443
USA,2021-05-26,Daily hospital occupancy,21603.0
USA,2021-05-26,Daily hospital occupancy per million,64.89
USA,2021-05-26,Weekly new hospital admissions,21812.0
USA,2021-05-26,Weekly new hospital admissions per million,65.518
USA,2021-05-27,Daily ICU occupancy,6000.0
USA,2021-05-27,Daily ICU occupancy per million,18.023
USA,2021-05-27,Daily hospital occupancy,21056.0
USA,2021-05-27,Daily hospital occupancy per million,63.247
USA,2021-05-27,Weekly new hospital admissions,21586.0
USA,2021-05-27,Weekly new hospital admissions per million,64.839
USA,2021-05-28,Daily ICU occupancy,5778.0
USA,2021-05-28,Daily ICU occupancy per million,17.356
USA,2021-05-28,Daily hospital occupancy,20398.0
USA,2021-05-28,Daily hospital occupancy per million,61.271
USA,2021-05-28,Weekly new hospital admissions,21111.0
USA,2021-05-28,Weekly new hospital admissions per million,63.413
USA,2021-05-29,Daily ICU occupancy,5606.0
USA,2021-05-29,Daily ICU occupancy per million,16.839
USA,2021-05-29,Daily hospital occupancy,19474.0
USA,2021-05-29,Daily hospital occupancy per million,58.495
USA,2021-05-29,Weekly new hospital admissions,20480.0
USA,2021-05-29,Weekly new hospital admissions per million,61.517
USA,2021-05-30,Daily ICU occupancy,5525.0
USA,2021-05-30,Daily ICU occupancy per million,16.596
USA,2021-05-30,Daily hospital occupancy,19062.0
USA,2021-05-30,Daily hospital occupancy per million,57.258
USA,2021-05-30,Weekly new hospital admissions,19930.0
USA,2021-05-30,Weekly new hospital admissions per million,59.865
USA,2021-05-31,Daily ICU occupancy,5542.0
USA,2021-05-31,Daily ICU occupancy per million,16.647
USA,2021-05-31,Daily hospital occupancy,18678.0
USA,2021-05-31,Daily hospital occupancy per million,56.104
USA,2021-05-31,Weekly new hospital admissions,19313.0
USA,2021-05-31,Weekly new hospital admissions per million,58.012
USA,2021-06-01,Daily ICU occupancy,5491.0
USA,2021-06-01,Daily ICU occupancy per million,16.494
USA,2021-06-01,Daily hospital occupancy,18657.0
USA,2021-06-01,Daily hospital occupancy per million,56.041
USA,2021-06-01,Weekly new hospital admissions,18349.0
USA,2021-06-01,Weekly new hospital admissions per million,55.116
USA,2021-06-02,Daily ICU occupancy,5322.0
USA,2021-06-02,Daily ICU occupancy per million,15.986
USA,2021-06-02,Daily hospital occupancy,18087.0
USA,2021-06-02,Daily hospital occupancy per million,54.329
USA,2021-06-02,Weekly new hospital admissions,17945.0
USA,2021-06-02,Weekly new hospital admissions per million,53.903
USA,2021-06-03,Daily ICU occupancy,5175.0
USA,2021-06-03,Daily ICU occupancy per million,15.545
USA,2021-06-03,Daily hospital occupancy,17634.0
USA,2021-06-03,Daily hospital occupancy per million,52.968
USA,2021-06-03,Weekly new hospital admissions,17408.0
USA,2021-06-03,Weekly new hospital admissions per million,52.29
USA,2021-06-04,Daily ICU occupancy,4995.0
USA,2021-06-04,Daily ICU occupancy per million,15.004
USA,2021-06-04,Daily hospital occupancy,16970.0
USA,2021-06-04,Daily hospital occupancy per million,50.974
USA,2021-06-04,Weekly new hospital admissions,17005.0
USA,2021-06-04,Weekly new hospital admissions per million,51.079
USA,2021-06-05,Daily ICU occupancy,4768.0
USA,2021-06-05,Daily ICU occupancy per million,14.322
USA,2021-06-05,Daily hospital occupancy,16298.0
USA,2021-06-05,Daily hospital occupancy per million,48.955
USA,2021-06-05,Weekly new hospital admissions,16685.0
USA,2021-06-05,Weekly new hospital admissions per million,50.118
USA,2021-06-06,Daily ICU occupancy,4677.0
USA,2021-06-06,Daily ICU occupancy per million,14.049
USA,2021-06-06,Daily hospital occupancy,15987.0
USA,2021-06-06,Daily hospital occupancy per million,48.021
USA,2021-06-06,Weekly new hospital admissions,16357.0
USA,2021-06-06,Weekly new hospital admissions per million,49.133
USA,2021-06-07,Daily ICU occupancy,4685.0
USA,2021-06-07,Daily ICU occupancy per million,14.073
USA,2021-06-07,Daily hospital occupancy,15742.0
USA,2021-06-07,Daily hospital occupancy per million,47.285
USA,2021-06-07,Weekly new hospital admissions,16074.0
USA,2021-06-07,Weekly new hospital admissions per million,48.283
USA,2021-06-08,Daily ICU occupancy,4608.0
USA,2021-06-08,Daily ICU occupancy per million,13.841
USA,2021-06-08,Daily hospital occupancy,15630.0
USA,2021-06-08,Daily hospital occupancy per million,46.949
USA,2021-06-08,Weekly new hospital admissions,16129.0
USA,2021-06-08,Weekly new hospital admissions per million,48.448
USA,2021-06-09,Daily ICU occupancy,4479.0
USA,2021-06-09,Daily ICU occupancy per million,13.454
USA,2021-06-09,Daily hospital occupancy,15266.0
USA,2021-06-09,Daily hospital occupancy per million,45.856
USA,2021-06-09,Weekly new hospital admissions,15698.0
USA,2021-06-09,Weekly new hospital admissions per million,47.153
USA,2021-06-10,Daily ICU occupancy,4383.0
USA,2021-06-10,Daily ICU occupancy per million,13.166
USA,2021-06-10,Daily hospital occupancy,14838.0
USA,2021-06-10,Daily hospital occupancy per million,44.57
USA,2021-06-10,Weekly new hospital admissions,15412.0
USA,2021-06-10,Weekly new hospital admissions per million,46.294
USA,2021-06-11,Daily ICU occupancy,4300.0
USA,2021-06-11,Daily ICU occupancy per million,12.916
USA,2021-06-11,Daily hospital occupancy,14421.0
USA,2021-06-11,Daily hospital occupancy per million,43.317
USA,2021-06-11,Weekly new hospital admissions,15195.0
USA,2021-06-11,Weekly new hospital admissions per million,45.642
USA,2021-06-12,Daily ICU occupancy,4186.0
USA,2021-06-12,Daily ICU occupancy per million,12.574
USA,2021-06-12,Daily hospital occupancy,13940.0
USA,2021-06-12,Daily hospital occupancy per million,41.873
USA,2021-06-12,Weekly new hospital admissions,14948.0
USA,2021-06-12,Weekly new hospital admissions per million,44.9
USA,2021-06-13,Daily ICU occupancy,4049.0
USA,2021-06-13,Daily ICU occupancy per million,12.162
USA,2021-06-13,Daily hospital occupancy,13957.0
USA,2021-06-13,Daily hospital occupancy per million,41.924
USA,2021-06-13,Weekly new hospital admissions,14824.0
USA,2021-06-13,Weekly new hospital admissions per million,44.528
USA,2021-06-14,Daily ICU occupancy,4068.0
USA,2021-06-14,Daily ICU occupancy per million,12.219
USA,2021-06-14,Daily hospital occupancy,13929.0
USA,2021-06-14,Daily hospital occupancy per million,41.839
USA,2021-06-14,Weekly new hospital admissions,14716.0
USA,2021-06-14,Weekly new hospital admissions per million,44.203
USA,2021-06-15,Daily ICU occupancy,3939.0
USA,2021-06-15,Daily ICU occupancy per million,11.832
USA,2021-06-15,Daily hospital occupancy,13722.0
USA,2021-06-15,Daily hospital occupancy per million,41.218
USA,2021-06-15,Weekly new hospital admissions,14392.0
USA,2021-06-15,Weekly new hospital admissions per million,43.23
USA,2021-06-16,Daily ICU occupancy,3880.0
USA,2021-06-16,Daily ICU occupancy per million,11.655
USA,2021-06-16,Daily hospital occupancy,13496.0
USA,2021-06-16,Daily hospital occupancy per million,40.539
USA,2021-06-16,Weekly new hospital admissions,14230.0
USA,2021-06-16,Weekly new hospital admissions per million,42.744
USA,2021-06-17,Daily ICU occupancy,3806.0
USA,2021-06-17,Daily ICU occupancy per million,11.432
USA,2021-06-17,Daily hospital occupancy,13094.0
USA,2021-06-17,Daily hospital occupancy per million,39.331
USA,2021-06-17,Weekly new hospital admissions,13968.0
USA,2021-06-17,Weekly new hospital admissions per million,41.957
USA,2021-06-18,Daily ICU occupancy,3739.0
USA,2021-06-18,Daily ICU occupancy per million,11.231
USA,2021-06-18,Daily hospital occupancy,12855.0
USA,2021-06-18,Daily hospital occupancy per million,38.613
USA,2021-06-18,Weekly new hospital admissions,13824.0
USA,2021-06-18,Weekly new hospital admissions per million,41.524
USA,2021-06-19,Daily ICU occupancy,3673.0
USA,2021-06-19,Daily ICU occupancy per million,11.033
USA,2021-06-19,Daily hospital occupancy,12483.0
USA,2021-06-19,Daily hospital occupancy per million,37.496
USA,2021-06-19,Weekly new hospital admissions,13638.0
USA,2021-06-19,Weekly new hospital admissions per million,40.965
USA,2021-06-20,Daily ICU occupancy,3663.0
USA,2021-06-20,Daily ICU occupancy per million,11.003
USA,2021-06-20,Daily hospital occupancy,12503.0
USA,2021-06-20,Daily hospital occupancy per million,37.556
USA,2021-06-20,Weekly new hospital admissions,13424.0
USA,2021-06-20,Weekly new hospital admissions per million,40.323
USA,2021-06-21,Daily ICU occupancy,3708.0
USA,2021-06-21,Daily ICU occupancy per million,11.138
USA,2021-06-21,Daily hospital occupancy,12593.0
USA,2021-06-21,Daily hospital occupancy per million,37.826
USA,2021-06-21,Weekly new hospital admissions,13268.0
USA,2021-06-21,Weekly new hospital admissions per million,39.854
USA,2021-06-22,Daily ICU occupancy,3744.0
USA,2021-06-22,Daily ICU occupancy per million,11.246
USA,2021-06-22,Daily hospital occupancy,12539.0
USA,2021-06-22,Daily hospital occupancy per million,37.664
USA,2021-06-22,Weekly new hospital admissions,13291.0
USA,2021-06-22,Weekly new hospital admissions per million,39.923
USA,2021-06-23,Daily ICU occupancy,3700.0
USA,2021-06-23,Daily ICU occupancy per million,11.114
USA,2021-06-23,Daily hospital occupancy,12612.0
USA,2021-06-23,Daily hospital occupancy per million,37.884
USA,2021-06-23,Weekly new hospital admissions,13208.0
USA,2021-06-23,Weekly new hospital admissions per million,39.674
USA,2021-06-24,Daily ICU occupancy,3636.0
USA,2021-06-24,Daily ICU occupancy per million,10.922
USA,2021-06-24,Daily hospital occupancy,12397.0
USA,2021-06-24,Daily hospital occupancy per million,37.238
USA,2021-06-24,Weekly new hospital admissions,13243.0
USA,2021-06-24,Weekly new hospital admissions per million,39.779
USA,2021-06-25,Daily ICU occupancy,3617.0
USA,2021-06-25,Daily ICU occupancy per million,10.865
USA,2021-06-25,Daily hospital occupancy,12408.0
USA,2021-06-25,Daily hospital occupancy per million,37.271
USA,2021-06-25,Weekly new hospital admissions,13093.0
USA,2021-06-25,Weekly new hospital admissions per million,39.328
USA,2021-06-26,Daily ICU occupancy,3562.0
USA,2021-06-26,Daily ICU occupancy per million,10.699
USA,2021-06-26,Daily hospital occupancy,12238.0
USA,2021-06-26,Daily hospital occupancy per million,36.76
USA,2021-06-26,Weekly new hospital admissions,13204.0
USA,2021-06-26,Weekly new hospital admissions per million,39.662
USA,2021-06-27,Daily ICU occupancy,3525.0
USA,2021-06-27,Daily ICU occupancy per million,10.588
USA,2021-06-27,Daily hospital occupancy,12233.0
USA,2021-06-27,Daily hospital occupancy per million,36.745
USA,2021-06-27,Weekly new hospital admissions,13373.0
USA,2021-06-27,Weekly new hospital admissions per million,40.169
USA,2021-06-28,Daily ICU occupancy,3617.0
USA,2021-06-28,Daily ICU occupancy per million,10.865
USA,2021-06-28,Daily hospital occupancy,12510.0
USA,2021-06-28,Daily hospital occupancy per million,37.577
USA,2021-06-28,Weekly new hospital admissions,13529.0
